input,output,name,grade
latex2nemeth: -1w\superscript-b 3 \superscript-e + 3w\superscript-b 2 \superscript-e + -4w + -5 = 0,⠇⠩⠤⠼⠂⠺⠘⠒⠐⠬⠼⠒⠺⠘⠆⠐⠬⠤⠼⠲⠺⠬⠤⠼⠢⠨⠨⠼⠴⠇⠱,Cubic Expanded,High
latex2nemeth: 7 \div 4 \div 6 \div 8,⠇⠩⠼⠶⠨⠌⠼⠲⠨⠌⠼⠖⠨⠌⠼⠦⠇⠱,Division Integers,Elementary
latex2nemeth: \frac-b 1 \frac-separator 1 \frac-e - \frac-b 2 \frac-separator 3 \frac-e - \frac-b 7 \frac-separator 6 \frac-e - \frac-b 5 \frac-separator 9 \frac-e,⠇⠩⠹⠂⠌⠂⠼⠤⠹⠆⠌⠒⠼⠤⠹⠶⠌⠖⠼⠤⠹⠢⠌⠔⠼⠇⠱,Subtraction Fractions,Middle
latex2nemeth: B \cup Y,⠇⠩⠠⠃⠨⠬⠠⠽⠇⠱,Set Notation,Middle
latex2nemeth: -2 < -18,⠇⠩⠤⠼⠆ ⠐⠅ ⠤⠼⠂⠦⠇⠱,Inequality,Middle
latex2nemeth: 41429,⠇⠩⠼⠲⠂⠲⠆⠔⠇⠱,Large Numbers,Middle
latex2nemeth: 7 \div 8 \div 6 \div 8,⠇⠩⠼⠶⠨⠌⠼⠦⠨⠌⠼⠖⠨⠌⠼⠦⠇⠱,Division Integers,Elementary
latex2nemeth: 2.53 \div 7.07 \div 1.27 \div 6.83,⠇⠩⠼⠆⠨⠢⠒⠨⠌⠼⠶⠨⠴⠶⠨⠌⠼⠂⠨⠆⠶⠨⠌⠼⠖⠨⠦⠒⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: 71 - 78 - 8 - 28,⠇⠩⠼⠶⠂⠤⠼⠶⠦⠤⠼⠦⠤⠼⠆⠦⠇⠱,Subtraction Integers,Elementary
latex2nemeth: a + w + e + Q,⠇⠩⠁⠬⠺⠬⠑⠬⠠⠟⠇⠱,Addition Variables,Middle
latex2nemeth: \sqrt-b 74 \sqrt-e,⠇⠩⠜⠶⠲⠻⠇⠱,Root,Elementary
latex2nemeth: i\superscript-b 3 \superscript-e < 25,⠇⠩⠊⠘⠒⠐ ⠐⠅ ⠼⠆⠢⠇⠱,Power Inequality,High
latex2nemeth: 340,⠇⠩⠼⠒⠲⠴⠇⠱,Three Digits,Elementary
latex2nemeth: \frac-b 2 \frac-separator 1 \frac-e - \frac-b 9 \frac-separator 8 \frac-e - \frac-b 2 \frac-separator 9 \frac-e - \frac-b 9 \frac-separator 5 \frac-e,⠇⠩⠹⠆⠌⠂⠼⠤⠹⠔⠌⠦⠼⠤⠹⠆⠌⠔⠼⠤⠹⠔⠌⠢⠼⠇⠱,Subtraction Fractions,Middle
latex2nemeth: 9047,⠇⠩⠼⠔⠴⠲⠶⠇⠱,Large Numbers,Middle
latex2nemeth: 1.25 \times 9.13,⠇⠩⠼⠂⠨⠆⠢⠈⠡⠼⠔⠨⠂⠒⠇⠱,Decimal Multiplication,Elementary
latex2nemeth: 6.11 \div 2.59 \div 8.08 \div 4.66,⠇⠩⠼⠖⠨⠂⠂⠨⠌⠼⠆⠨⠢⠔⠨⠌⠼⠦⠨⠴⠦⠨⠌⠼⠲⠨⠖⠖⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: 377.3,⠇⠩⠼⠒⠶⠶⠨⠒⠇⠱,Decimal Single,Elementary
latex2nemeth: E \div A \div I \div h,⠇⠩⠠⠑⠨⠌⠠⠁⠨⠌⠠⠊⠨⠌⠓⠇⠱,Division Variables,Middle
latex2nemeth: 9y + 8z = 98,⠇⠩⠼⠔⠽⠬⠼⠦⠵⠨⠨⠼⠔⠦⠇⠱,Linear Equation Mult Vars,Middle
latex2nemeth: \frac-b M + 2 \frac-separator 6 \frac-e,⠇⠩⠹⠠⠍⠬⠆⠌⠖⠼⠇⠱,Fraction with Variable,Middle
latex2nemeth: 780 \div 30,⠇⠩⠼⠶⠦⠴⠨⠌⠼⠒⠴⠇⠱,Division,Elementary
latex2nemeth: -45 \bmod 4,⠇⠩⠤⠼⠲⠢ ⠍⠕⠙ ⠼⠲⠇⠱,Modulus,Middle
latex2nemeth: 5,⠇⠩⠼⠢⠇⠱,Single Digits,Elementary
latex2nemeth: A \notin Y,⠇⠩⠠⠁ ⠌⠈⠑ ⠠⠽⠇⠱,Set Operations,Middle
latex2nemeth: 7f + -89 > -70,⠇⠩⠼⠶⠋⠬⠤⠼⠦⠔ ⠨⠂ ⠤⠼⠶⠴⠇⠱,Variable Inequality,Middle
"latex2nemeth: \int\subscript-b \infty \superscript-b -\pi \superscript-e e\superscript-b x \superscript-e \, dz",⠇⠩⠮⠰⠿⠘⠤⠨⠏⠐⠑⠘⠭⠐⠙⠵⠇⠱,Improper Integral,High
latex2nemeth: (I + 2)\superscript-b 2 \superscript-e - 1\superscript-b 2 \superscript-e = 0,⠇⠩⠷⠠⠊⠬⠼⠆⠾⠘⠆⠐⠤⠼⠂⠘⠆⠐⠨⠨⠼⠴⠇⠱,Quadratic Completed Square,High
latex2nemeth: 0Y\superscript-b 3 \superscript-e + 1Y\superscript-b 2 \superscript-e + 5Y + 4 = 0,⠇⠩⠼⠴⠠⠽⠘⠒⠐⠬⠼⠂⠠⠽⠘⠆⠐⠬⠼⠢⠠⠽⠬⠼⠲⠨⠨⠼⠴⠇⠱,Cubic Expanded,High
latex2nemeth: l - J - L - Y,⠇⠩⠇⠤⠠⠚⠤⠠⠇⠤⠠⠽⠇⠱,Subtraction Variables,Middle
latex2nemeth: 10\superscript-b 2 \superscript-e,⠇⠩⠼⠂⠴⠘⠆⠐⠇⠱,Exponential,High
latex2nemeth: \arctan(149\superscript-b \circ \superscript-e),⠇⠩⠁⠗⠉⠞⠁⠝⠷⠼⠂⠲⠔⠘⠨⠡⠐⠾⠇⠱,Trig,High
latex2nemeth: 3.15 \div 1.91 \div 2.2 \div 7.65,⠇⠩⠼⠒⠨⠂⠢⠨⠌⠼⠂⠨⠔⠂⠨⠌⠼⠆⠨⠆⠨⠌⠼⠶⠨⠖⠢⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: 51 - 38 - 97 - 55,⠇⠩⠼⠢⠂⠤⠼⠒⠦⠤⠼⠔⠶⠤⠼⠢⠢⠇⠱,Subtraction Integers,Elementary
latex2nemeth: \frac-b 5 \frac-separator 2 \frac-e - \frac-b 9 \frac-separator 10 \frac-e - \frac-b 3 \frac-separator 1 \frac-e - \frac-b 3 \frac-separator 5 \frac-e,⠇⠩⠹⠢⠌⠆⠼⠤⠹⠔⠌⠂⠴⠼⠤⠹⠒⠌⠂⠼⠤⠹⠒⠌⠢⠼⠇⠱,Subtraction Fractions,Middle
latex2nemeth: \tau,⠇⠩⠨⠞⠇⠱,Greek Letters,Middle
"latex2nemeth: \int 1/x \, dy",⠇⠩⠮⠼⠂⠸⠌⠭⠀⠙⠽⠇⠱,Indefinite Integral,High
latex2nemeth: 3.75 \times 2.32 \times 5.87 \times 4.15,⠇⠩⠼⠒⠨⠶⠢⠈⠡⠼⠆⠨⠒⠆⠈⠡⠼⠢⠨⠦⠶⠈⠡⠼⠲⠨⠂⠢⠇⠱,Multi-Term Multiplication Decimals,Elementary
latex2nemeth: \sqrtib 2 \sqrtie \sqrt-b 73 \sqrt-e,⠇⠩⠣⠆⠼⠶⠒⠻⠇⠱,Nth Root,Middle
latex2nemeth: -66 \bmod 2,⠇⠩⠤⠼⠖⠖ ⠍⠕⠙ ⠼⠆⠇⠱,Modulus,Middle
latex2nemeth: (a + 4)\superscript-b 2 \superscript-e - 3\superscript-b 2 \superscript-e = 0,⠇⠩⠷⠁⠬⠼⠲⠾⠘⠆⠐⠤⠼⠒⠘⠆⠐⠨⠨⠼⠴⠇⠱,Quadratic Completed Square,High
latex2nemeth: \nu,⠇⠩⠨⠝⠇⠱,Greek Letters,Middle
latex2nemeth: \frac-b 7 \frac-separator 5 \frac-e + \frac-b 4 \frac-separator 1 \frac-e + \frac-b 2 \frac-separator 1 \frac-e + \frac-b 1 \frac-separator 4 \frac-e,⠇⠩⠹⠶⠌⠢⠼⠬⠹⠲⠌⠂⠼⠬⠹⠆⠌⠂⠼⠬⠹⠂⠌⠲⠼⠇⠱,Addition Fractions,Middle
latex2nemeth: \ln(33),⠇⠩⠇⠝⠷⠼⠒⠒⠾⠇⠱,Logarithm,High
latex2nemeth: -3 \times -33,⠇⠩⠤⠼⠒⠈⠡⠤⠼⠒⠒⠇⠱,Multiplication,Elementary
latex2nemeth: 8.72 \times 0.48,⠇⠩⠼⠦⠨⠶⠆⠈⠡⠼⠴⠨⠲⠦⠇⠱,Decimal Multiplication,Elementary
latex2nemeth: \frac-b 8 \frac-separator 9 \frac-e \div \frac-b 3 \frac-separator 2 \frac-e \div \frac-b 1 \frac-separator 3 \frac-e \div \frac-b 7 \frac-separator 9 \frac-e,⠇⠩⠹⠦⠌⠔⠼⠨⠌⠹⠒⠌⠆⠼⠨⠌⠹⠂⠌⠒⠼⠨⠌⠹⠶⠌⠔⠼⠇⠱,Division Fractions,Middle
latex2nemeth: \log\subscript-b 10 \subscript-e(23),⠇⠩⠇⠕⠛ ⠰⠂⠴⠐⠷⠼⠆⠒⠾⠇⠱,Logarithm,High
latex2nemeth: 43 \bmod 10,⠇⠩⠼⠲⠒ ⠍⠕⠙ ⠼⠂⠴⠇⠱,Modulus,Middle
latex2nemeth: -38\superscript-b 163 \superscript-e,⠇⠩⠤⠼⠒⠦⠘⠂⠖⠒⠐⠇⠱,Power,Middle
latex2nemeth: 46 - 36 - 72 - 3,⠇⠩⠼⠲⠖⠤⠼⠒⠖⠤⠼⠶⠆⠤⠼⠒⠇⠱,Subtraction Integers,Elementary
latex2nemeth: 68.87 + 85.72,⠇⠩⠼⠖⠦⠨⠦⠶⠬⠼⠦⠢⠨⠶⠆⠇⠱,Decimal Addition,Elementary
latex2nemeth: 24!,⠇⠩⠼⠆⠲⠯⠇⠱,Factorial,Middle
latex2nemeth: \frac-b 3 \frac-separator 5 \frac-e \div \frac-b 5 \frac-separator 8 \frac-e \div \frac-b 1 \frac-separator 1 \frac-e \div \frac-b 3 \frac-separator 1 \frac-e,⠇⠩⠹⠒⠌⠢⠼⠨⠌⠹⠢⠌⠦⠼⠨⠌⠹⠂⠌⠂⠼⠨⠌⠹⠒⠌⠂⠼⠇⠱,Division Fractions,Middle
latex2nemeth: \sqrtib {93} \sqrtie \sqrt-b 91 \sqrt-e,⠇⠩⠣⠔⠒⠼⠔⠂⠻⠇⠱,Cube Root,Middle
latex2nemeth: \chi,⠇⠩⠨⠯⠇⠱,Greek Letters,Middle
latex2nemeth: \frac-b 9 \frac-separator 2 \frac-e - \frac-b 3 \frac-separator 2 \frac-e - \frac-b 5 \frac-separator 9 \frac-e - \frac-b 8 \frac-separator 3 \frac-e,⠇⠩⠹⠔⠌⠆⠼⠤⠹⠒⠌⠆⠼⠤⠹⠢⠌⠔⠼⠤⠹⠦⠌⠒⠼⠇⠱,Subtraction Fractions,Middle
"latex2nemeth: \int\subscript-b \infty \superscript-b -\pi \superscript-e e\superscript-b x \superscript-e \, dz",⠇⠩⠮⠰⠿⠘⠤⠨⠏⠐⠑⠘⠭⠐⠙⠵⠇⠱,Improper Integral,High
latex2nemeth: 53292,⠇⠩⠼⠢⠒⠆⠔⠆⠇⠱,Large Numbers,Middle
latex2nemeth: 86 \bmod 4,⠇⠩⠼⠦⠖ ⠍⠕⠙ ⠼⠲⠇⠱,Modulus,Middle
latex2nemeth: (h + 4)(h + 4) = 0,⠇⠩⠷⠓⠬⠼⠲⠾⠷⠓⠬⠼⠲⠾⠨⠨⠼⠴⠇⠱,Quadratic Factored Form,High
latex2nemeth: 44.8 + 14.34,⠇⠩⠼⠲⠲⠨⠦⠬⠼⠂⠲⠨⠒⠲⠇⠱,Decimal Addition,Elementary
latex2nemeth: 40!,⠇⠩⠼⠲⠴⠯⠇⠱,Factorial,Middle
latex2nemeth: 428.21,⠇⠩⠼⠲⠆⠦⠨⠆⠂⠇⠱,Decimal Double,Elementary
latex2nemeth: 14\sqrt-b 24868 \sqrt-e,⠇⠩⠼⠂⠲⠜⠆⠲⠦⠖⠦⠻⠇⠱,Surd with Coefficient,Middle
latex2nemeth: 2\superscript-b 3 \superscript-e,⠇⠩⠼⠆⠘⠒⠐⠇⠱,Exponential,High
latex2nemeth: 8.67 \times 1.65,⠇⠩⠼⠦⠨⠖⠶⠈⠡⠼⠂⠨⠖⠢⠇⠱,Decimal Multiplication,Elementary
latex2nemeth: 91 > -58,⠇⠩⠼⠔⠂ ⠨⠂ ⠤⠼⠢⠦⠇⠱,Inequality,Middle
latex2nemeth: \tan(301\superscript-b \circ \superscript-e),⠇⠩⠞⠁⠝⠷⠼⠒⠴⠂⠘⠨⠡⠐⠾⠇⠱,Trig,High
latex2nemeth: 446.2,⠇⠩⠼⠲⠲⠖⠨⠆⠇⠱,Decimal Single,Elementary
latex2nemeth: 90.295,⠇⠩⠼⠔⠴⠨⠆⠔⠢⠇⠱,Decimal Triple,Elementary
latex2nemeth: \sqrtib 2 \sqrtie \sqrt-b 24 \sqrt-e,⠇⠩⠣⠆⠼⠆⠲⠻⠇⠱,Nth Root,Middle
latex2nemeth: 2.45 \times 2.93,⠇⠩⠼⠆⠨⠲⠢⠈⠡⠼⠆⠨⠔⠒⠇⠱,Decimal Multiplication,Elementary
latex2nemeth: (Z + 1)(Z + 4) = 0,⠇⠩⠷⠠⠵⠬⠼⠂⠾⠷⠠⠵⠬⠼⠲⠾⠨⠨⠼⠴⠇⠱,Quadratic Factored Form,High
latex2nemeth: b\subscript-b 727 \subscript-e,⠇⠩⠃⠰⠶⠆⠶⠐⠇⠱,Subscripts,Middle
latex2nemeth: -92 \mixedfrac-b 3 \frac-separator 9 \mixedfrac-e,⠇⠩⠤⠼⠔⠆⠸⠹⠒⠌⠔⠸⠼⠇⠱,Mixed fraction,Elementary
latex2nemeth: 47,⠇⠩⠼⠲⠶⠇⠱,Double Digits,Elementary
latex2nemeth: K\subscript-b 510 \subscript-e,⠇⠩⠠⠅⠰⠢⠂⠴⠐⠇⠱,Subscripts,Middle
latex2nemeth: 14!,⠇⠩⠼⠂⠲⠯⠇⠱,Factorial,Middle
latex2nemeth: -31\superscript-b 768 \superscript-e,⠇⠩⠤⠼⠒⠂⠘⠶⠖⠦⠐⠇⠱,Power,Middle
latex2nemeth: \sqrt-b 48 \sqrt-e,⠇⠩⠜⠲⠦⠻⠇⠱,Root,Elementary
latex2nemeth: -9 \leq y < 1,⠇⠩⠤⠼⠔ ⠐⠅⠱ ⠽ ⠐⠅ ⠼⠂⠇⠱,Compound Inequality,High
latex2nemeth: \frac-b h + 2 \frac-separator 10 \frac-e,⠇⠩⠹⠓⠬⠆⠌⠂⠴⠼⠇⠱,Fraction with Variable,Middle
latex2nemeth: -79f\superscript-b 2 \superscript-e + 68f + -12,⠇⠩⠤⠼⠶⠔⠋⠘⠆⠐⠬⠼⠖⠦⠋⠬⠤⠼⠂⠆⠇⠱,Quadratic Equations,High
latex2nemeth: 5 < I < 13,⠇⠩⠼⠢ ⠐⠅ ⠠⠊ ⠐⠅ ⠼⠂⠒⠇⠱,Compound Inequality,High
latex2nemeth: 71!,⠇⠩⠼⠶⠂⠯⠇⠱,Factorial,Middle
latex2nemeth: B \subseteq Z,⠇⠩⠠⠃ ⠸⠐⠅⠱ ⠠⠵⠇⠱,Set Notation,Middle
latex2nemeth: b \times a \times g \times I,⠇⠩⠃⠈⠡⠁⠈⠡⠛⠈⠡⠠⠊⠇⠱,Multiplication Variables,Middle
latex2nemeth: 3Y\superscript-b 3 \superscript-e + 5Y\superscript-b 2 \superscript-e + -2Y + -1 = 0,⠇⠩⠼⠒⠠⠽⠘⠒⠐⠬⠼⠢⠠⠽⠘⠆⠐⠬⠤⠼⠆⠠⠽⠬⠤⠼⠂⠨⠨⠼⠴⠇⠱,Cubic Expanded,High
latex2nemeth: 7.09 \times 9.7,⠇⠩⠼⠶⠨⠴⠔⠈⠡⠼⠔⠨⠶⠇⠱,Decimal Multiplication,Elementary
latex2nemeth: 94 - -73,⠇⠩⠼⠔⠲⠤⠤⠼⠶⠒⠇⠱,Subtraction,Elementary
latex2nemeth: A \supseteq X,⠇⠩⠠⠁ ⠸⠨⠂⠱ ⠠⠭⠇⠱,Set Operations,Middle
latex2nemeth: 79,⠇⠩⠼⠶⠔⠇⠱,Double Digits,Elementary
latex2nemeth: P \times M \times B \times y,⠇⠩⠠⠏⠈⠡⠠⠍⠈⠡⠠⠃⠈⠡⠽⠇⠱,Multiplication Variables,Middle
"latex2nemeth: \int e\superscript-b x \superscript-e \, dy",⠇⠩⠮⠑⠘⠭⠐⠙⠽⠇⠱,Indefinite Integral,High
latex2nemeth: 1,⠇⠩⠼⠂⠇⠱,Single Digits,Elementary
latex2nemeth: 36 + 10 + 78 + 73,⠇⠩⠼⠒⠖⠬⠼⠂⠴⠬⠼⠶⠦⠬⠼⠶⠒⠇⠱,Addition Integers,Elementary
latex2nemeth: |u - 4| \leq 2,⠇⠩⠳⠥⠤⠲⠳⠼⠆⠇⠱,Absolute Value Inequality,High
latex2nemeth: \cosh(177\superscript-b \circ \superscript-e),⠇⠩⠉⠕⠎⠓ ⠷⠼⠂⠶⠶⠘⠨⠡⠐⠾⠇⠱,Trig,High
latex2nemeth: 13!,⠇⠩⠼⠂⠒⠯⠇⠱,Factorial,Middle
latex2nemeth: A \supseteq X,⠇⠩⠠⠁ ⠸⠨⠂⠱ ⠠⠭⠇⠱,Set Operations,Middle
"latex2nemeth: \int\subscript-b 1 \superscript-b 8 \superscript-e \sin x \, dx",⠇⠩⠮⠰⠂⠘⠦⠐⠎⠊⠝⠭⠀⠙⠭⠇⠱,Definite Integral,High
latex2nemeth: 38 - 7,⠇⠩⠼⠒⠦⠤⠼⠶⠇⠱,Subtraction,Elementary
latex2nemeth: 69\superscript-b 857 \superscript-e,⠇⠩⠼⠖⠔⠘⠦⠢⠶⠐⠇⠱,Power,Middle
latex2nemeth: \sqrt-b 53 \sqrt-e,⠇⠩⠜⠢⠒⠻⠇⠱,Square Root,Elementary
latex2nemeth: 2 \times 6 \times 8 \times 9,⠇⠩⠼⠆⠈⠡⠼⠖⠈⠡⠼⠦⠈⠡⠼⠔⠇⠱,Multiplication Integers,Elementary
latex2nemeth: 1.18 \div 8.98 \div 2.8 \div 7.67,⠇⠩⠼⠂⠨⠂⠦⠨⠌⠼⠦⠨⠔⠦⠨⠌⠼⠆⠨⠦⠨⠌⠼⠶⠨⠖⠶⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: \frac-b 7 \frac-separator 1 \frac-e \div \frac-b 1 \frac-separator 6 \frac-e \div \frac-b 1 \frac-separator 1 \frac-e \div \frac-b 2 \frac-separator 1 \frac-e,⠇⠩⠹⠶⠌⠂⠼⠨⠌⠹⠂⠌⠖⠼⠨⠌⠹⠂⠌⠂⠼⠨⠌⠹⠆⠌⠂⠼⠇⠱,Division Fractions,Middle
latex2nemeth: \log\subscript-b 2 \subscript-e(12),⠇⠩⠇⠕⠛ ⠰⠆⠐⠷⠼⠂⠆⠾⠇⠱,Logarithm,High
latex2nemeth: 3 \times 1 \times 8 \times 1,⠇⠩⠼⠒⠈⠡⠼⠂⠈⠡⠼⠦⠈⠡⠼⠂⠇⠱,Multiplication Integers,Elementary
latex2nemeth: M \div O \div R \div V,⠇⠩⠠⠍⠨⠌⠠⠕⠨⠌⠠⠗⠨⠌⠠⠧⠇⠱,Division Variables,Middle
latex2nemeth: 2 \times 6 \times 5 \times 5,⠇⠩⠼⠆⠈⠡⠼⠖⠈⠡⠼⠢⠈⠡⠼⠢⠇⠱,Multiplication Integers,Elementary
latex2nemeth: B \cap Z,⠇⠩⠠⠃⠨⠩⠠⠵⠇⠱,Set Notation,Middle
"latex2nemeth: \int 1/x \, dx",⠇⠩⠮⠼⠂⠸⠌⠭⠀⠙⠭⠇⠱,Indefinite Integral,High
latex2nemeth: \frac-b 77 \frac-separator 67 \frac-e,⠇⠩⠹⠶⠶⠌⠖⠶⠼⠇⠱,Fraction,Elementary
latex2nemeth: -32135,⠇⠩⠤⠼⠒⠆⠂⠒⠢⠇⠱,Large Numbers,Middle
latex2nemeth: |-94|,⠇⠩⠳⠤⠔⠲⠳⠇⠱,Absolute Value,Elementary
latex2nemeth: |19|,⠇⠩⠳⠂⠔⠳⠇⠱,Absolute Value,Elementary
latex2nemeth: b \div w \div H \div e,⠇⠩⠃⠨⠌⠺⠨⠌⠠⠓⠨⠌⠑⠇⠱,Division Variables,Middle
"latex2nemeth: \int e\superscript-b x \superscript-e \, dy",⠇⠩⠮⠑⠘⠭⠐⠙⠽⠇⠱,Indefinite Integral,High
latex2nemeth: \log\subscript-b 2 \subscript-e(44),⠇⠩⠇⠕⠛ ⠰⠆⠐⠷⠼⠲⠲⠾⠇⠱,Logarithm,High
latex2nemeth: 232,⠇⠩⠼⠆⠒⠆⠇⠱,Three Digits,Elementary
latex2nemeth: T\subscript-b 210 \subscript-e,⠇⠩⠠⠞⠰⠆⠂⠴⠐⠇⠱,Subscripts,Middle
latex2nemeth: 106,⠇⠩⠼⠂⠴⠖⠇⠱,Three Digits,Elementary
latex2nemeth: 27!,⠇⠩⠼⠆⠶⠯⠇⠱,Factorial,Middle
latex2nemeth: -10 < U < 9,⠇⠩⠤⠼⠂⠴ ⠐⠅ ⠠⠥ ⠐⠅ ⠼⠔⠇⠱,Compound Inequality,High
latex2nemeth: 2 \div 4 \div 8 \div 8,⠇⠩⠼⠆⠨⠌⠼⠲⠨⠌⠼⠦⠨⠌⠼⠦⠇⠱,Division Integers,Elementary
"latex2nemeth: \int\subscript-b \infty \superscript-b 1 \superscript-e 1/x \, dy",⠇⠩⠮⠰⠿⠘⠂⠐⠼⠂⠸⠌⠭⠀⠙⠽⠇⠱,Improper Integral,High
latex2nemeth: \sqrt-b 87 \sqrt-e,⠇⠩⠜⠦⠶⠻⠇⠱,Root,Elementary
latex2nemeth: 81,⠇⠩⠼⠦⠂⠇⠱,Double Digits,Elementary
latex2nemeth: 10P + -20 > 68,⠇⠩⠼⠂⠴⠠⠏⠬⠤⠼⠆⠴ ⠨⠂ ⠼⠖⠦⠇⠱,Variable Inequality,Middle
latex2nemeth: 63\superscript-b 820 \superscript-e,⠇⠩⠼⠖⠒⠘⠦⠆⠴⠐⠇⠱,Power,Middle
latex2nemeth: 42 + 98,⠇⠩⠼⠲⠆⠬⠼⠔⠦⠇⠱,Addition,Elementary
latex2nemeth: 4 \times 6 \times 6 \times 5,⠇⠩⠼⠲⠈⠡⠼⠖⠈⠡⠼⠖⠈⠡⠼⠢⠇⠱,Multiplication Integers,Elementary
latex2nemeth: \sqrtib 4 \sqrtie \sqrt-b 50 \sqrt-e,⠇⠩⠣⠲⠼⠢⠴⠻⠇⠱,Nth Root,Middle
latex2nemeth: \frac-b -75 \frac-separator 95 \frac-e,⠇⠩⠹⠤⠶⠢⠌⠔⠢⠼⠇⠱,Fraction,Elementary
latex2nemeth: -21K\superscript-b 2 \superscript-e + 8K + 7,⠇⠩⠤⠼⠆⠂⠠⠅⠘⠆⠐⠬⠼⠦⠠⠅⠬⠼⠶⠇⠱,Quadratic Equations,High
latex2nemeth: \frac-b 1 \frac-separator 2 \frac-e + \frac-b 1 \frac-separator 1 \frac-e + \frac-b 9 \frac-separator 4 \frac-e + \frac-b 9 \frac-separator 10 \frac-e,⠇⠩⠹⠂⠌⠆⠼⠬⠹⠂⠌⠂⠼⠬⠹⠔⠌⠲⠼⠬⠹⠔⠌⠂⠴⠼⠇⠱,Addition Fractions,Middle
latex2nemeth: A \subseteq Y,⠇⠩⠠⠁ ⠸⠐⠅⠱ ⠠⠽⠇⠱,Set Notation,Middle
latex2nemeth: \frac-b 69 \frac-separator 26 \frac-e,⠇⠩⠹⠖⠔⠌⠆⠖⠼⠇⠱,Fraction,Elementary
latex2nemeth: 2 + 16 + 38 + 83,⠇⠩⠼⠆⠬⠼⠂⠖⠬⠼⠒⠦⠬⠼⠦⠒⠇⠱,Addition Integers,Elementary
latex2nemeth: .85,⠇⠩⠼⠨⠦⠢⠇⠱,Decimal starting with point,Elementary
latex2nemeth: -94 - -55,⠇⠩⠤⠼⠔⠲⠤⠤⠼⠢⠢⠇⠱,Subtraction,Elementary
latex2nemeth: 97 + 37 + 48 + 54,⠇⠩⠼⠔⠶⠬⠼⠒⠶⠬⠼⠲⠦⠬⠼⠢⠲⠇⠱,Addition Integers,Elementary
latex2nemeth: 95 - -29,⠇⠩⠼⠔⠢⠤⠤⠼⠆⠔⠇⠱,Subtraction,Elementary
latex2nemeth: 648.1,⠇⠩⠼⠖⠲⠦⠨⠂⠇⠱,Decimal Single,Elementary
latex2nemeth: \frac-b t + 4 \frac-separator 10 \frac-e \leq 16,⠇⠩⠹⠞⠬⠲⠌⠂⠴⠼ ⠐⠅⠱ ⠂⠖⠇⠱,Fraction Inequality,High
"latex2nemeth: \int \ln x \, dx",⠇⠩⠮⠇⠝⠭⠀⠙⠭⠇⠱,Indefinite Integral,High
latex2nemeth: -14 < j < -4,⠇⠩⠤⠼⠂⠲ ⠐⠅ ⠚ ⠐⠅ ⠤⠼⠲⠇⠱,Compound Inequality,High
latex2nemeth: \sqrtib {28} \sqrtie \sqrt-b 43 \sqrt-e,⠇⠩⠣⠆⠦⠼⠲⠒⠻⠇⠱,Cube Root,Middle
latex2nemeth: 1j\superscript-b 3 \superscript-e + -5j\superscript-b 2 \superscript-e + -4j + 2 = 0,⠇⠩⠼⠂⠚⠘⠒⠐⠬⠤⠼⠢⠚⠘⠆⠐⠬⠤⠼⠲⠚⠬⠼⠆⠨⠨⠼⠴⠇⠱,Cubic Expanded,High
latex2nemeth: 86 \geq 39,⠇⠩⠼⠦⠖ ⠨⠂⠱ ⠼⠒⠔⠇⠱,Inequality,Middle
latex2nemeth: \cosh(246\superscript-b \circ \superscript-e),⠇⠩⠉⠕⠎⠓ ⠷⠼⠆⠲⠖⠘⠨⠡⠐⠾⠇⠱,Trig,High
latex2nemeth: 1 \times 3 \times 9 \times 1,⠇⠩⠼⠂⠈⠡⠼⠒⠈⠡⠼⠔⠈⠡⠼⠂⠇⠱,Multiplication Integers,Elementary
latex2nemeth: \sqrt-b 224 \sqrt-e,⠇⠩⠜⠆⠆⠲⠻⠇⠱,Square Root,Elementary
latex2nemeth: 833.964,⠇⠩⠼⠦⠒⠒⠨⠔⠖⠲⠇⠱,Decimal Triple,Elementary
latex2nemeth: \frac-b u + 7 \frac-separator 4 \frac-e \geq 3,⠇⠩⠹⠥⠬⠶⠌⠲⠼ ⠨⠂⠱ ⠒⠇⠱,Fraction Inequality,High
latex2nemeth: 5589 \div 69,⠇⠩⠼⠢⠢⠦⠔⠨⠌⠼⠖⠔⠇⠱,Division,Elementary
"latex2nemeth: \int 1/x \, dz",⠇⠩⠮⠼⠂⠸⠌⠭⠀⠙⠵⠇⠱,Indefinite Integral,High
latex2nemeth: (m + 2)(m + 1) = 0,⠇⠩⠷⠍⠬⠼⠆⠾⠷⠍⠬⠼⠂⠾⠨⠨⠼⠴⠇⠱,Quadratic Factored Form,High
latex2nemeth: 98!,⠇⠩⠼⠔⠦⠯⠇⠱,Factorial,Middle
latex2nemeth: 45.95 + 2.66,⠇⠩⠼⠲⠢⠨⠔⠢⠬⠼⠆⠨⠖⠖⠇⠱,Decimal Addition,Elementary
latex2nemeth: 75 + -28,⠇⠩⠼⠶⠢⠬⠤⠼⠆⠦⠇⠱,Addition,Elementary
